pair_id,layer_id,threshold,feature_metric,feature_changed_ratio,pixel_changed_ratio,page_similarity,episode_id,step_id,app,task
pair_000023,final,0.005,cosine_distance,0.03249336870026525,0.078125,0.921875,2264,8,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000023,final,0.01,cosine_distance,0.017241379310344827,0.078125,0.921875,2264,8,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000023,final,0.03,cosine_distance,0.003978779840848806,0.078125,0.921875,2264,8,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000023,final,0.05,cosine_distance,0.001326259946949602,0.078125,0.921875,2264,8,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000023,final,0.1,cosine_distance,0.0,0.078125,0.921875,2264,8,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000024,final,0.005,cosine_distance,0.03183023872679045,0.09375,0.90625,2264,9,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000024,final,0.01,cosine_distance,0.021220159151193633,0.09375,0.90625,2264,9,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000024,final,0.03,cosine_distance,0.003978779840848806,0.09375,0.90625,2264,9,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000024,final,0.05,cosine_distance,0.001989389920424403,0.09375,0.90625,2264,9,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000024,final,0.1,cosine_distance,0.000663129973474801,0.09375,0.90625,2264,9,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000025,final,0.005,cosine_distance,0.04111405835543767,0.0625,0.9375,2264,11,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000025,final,0.01,cosine_distance,0.027188328912466843,0.0625,0.9375,2264,11,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000025,final,0.03,cosine_distance,0.008620689655172414,0.0625,0.9375,2264,11,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000025,final,0.05,cosine_distance,0.005305039787798408,0.0625,0.9375,2264,11,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000025,final,0.1,cosine_distance,0.001326259946949602,0.0625,0.9375,2264,11,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000026,final,0.005,cosine_distance,0.042440318302387266,0.0859375,0.9140625,2264,13,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000026,final,0.01,cosine_distance,0.02453580901856764,0.0859375,0.9140625,2264,13,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000026,final,0.03,cosine_distance,0.010610079575596816,0.0859375,0.9140625,2264,13,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000026,final,0.05,cosine_distance,0.005968169761273209,0.0859375,0.9140625,2264,13,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000026,final,0.1,cosine_distance,0.000663129973474801,0.0859375,0.9140625,2264,13,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000027,final,0.005,cosine_distance,0.03978779840848806,0.09375,0.90625,2264,14,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000027,final,0.01,cosine_distance,0.023872679045092837,0.09375,0.90625,2264,14,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000027,final,0.03,cosine_distance,0.012599469496021221,0.09375,0.90625,2264,14,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000027,final,0.05,cosine_distance,0.0033156498673740055,0.09375,0.90625,2264,14,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000027,final,0.1,cosine_distance,0.001326259946949602,0.09375,0.90625,2264,14,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000028,final,0.005,cosine_distance,0.027851458885941646,0.1015625,0.8984375,2264,16,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000028,final,0.01,cosine_distance,0.013262599469496022,0.1015625,0.8984375,2264,16,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000028,final,0.03,cosine_distance,0.0,0.1015625,0.8984375,2264,16,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000028,final,0.05,cosine_distance,0.0,0.1015625,0.8984375,2264,16,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000028,final,0.1,cosine_distance,0.0,0.1015625,0.8984375,2264,16,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000029,final,0.005,cosine_distance,0.015251989389920425,0.0859375,0.9140625,2264,17,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000029,final,0.01,cosine_distance,0.008620689655172414,0.0859375,0.9140625,2264,17,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000029,final,0.03,cosine_distance,0.002652519893899204,0.0859375,0.9140625,2264,17,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000029,final,0.05,cosine_distance,0.001326259946949602,0.0859375,0.9140625,2264,17,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000029,final,0.1,cosine_distance,0.000663129973474801,0.0859375,0.9140625,2264,17,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000030,final,0.005,cosine_distance,0.022546419098143235,0.1015625,0.8984375,2264,18,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000030,final,0.01,cosine_distance,0.012599469496021221,0.1015625,0.8984375,2264,18,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000030,final,0.03,cosine_distance,0.005305039787798408,0.1015625,0.8984375,2264,18,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000030,final,0.05,cosine_distance,0.002652519893899204,0.1015625,0.8984375,2264,18,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000030,final,0.1,cosine_distance,0.001989389920424403,0.1015625,0.8984375,2264,18,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000031,final,0.005,cosine_distance,0.02586206896551724,0.0234375,0.9765625,2505,4,,"I want to add Green Giant Frozen Green Peas, weighing 450 grams to the cart."
pair_000031,final,0.01,cosine_distance,0.01856763925729443,0.0234375,0.9765625,2505,4,,"I want to add Green Giant Frozen Green Peas, weighing 450 grams to the cart."
pair_000031,final,0.03,cosine_distance,0.009283819628647215,0.0234375,0.9765625,2505,4,,"I want to add Green Giant Frozen Green Peas, weighing 450 grams to the cart."
pair_000031,final,0.05,cosine_distance,0.001326259946949602,0.0234375,0.9765625,2505,4,,"I want to add Green Giant Frozen Green Peas, weighing 450 grams to the cart."
pair_000031,final,0.1,cosine_distance,0.0,0.0234375,0.9765625,2505,4,,"I want to add Green Giant Frozen Green Peas, weighing 450 grams to the cart."
pair_000032,final,0.005,cosine_distance,0.07625994694960213,0.0625,0.9375,2565,6,,switch to vimeo app and create a playlist name katty perry
pair_000032,final,0.01,cosine_distance,0.05305039787798409,0.0625,0.9375,2565,6,,switch to vimeo app and create a playlist name katty perry
pair_000032,final,0.03,cosine_distance,0.022546419098143235,0.0625,0.9375,2565,6,,switch to vimeo app and create a playlist name katty perry
