pair_id,kv_boundary,kv_scope,layer_id,kv_kind,kv_token_count,visual_token_grid,processor_merge_size,alignment_method,feature_boundary,visual_position_source,pixel_changed_ratio,kv_changed_ratio,threshold,kv_metric,input_token_count,visual_token_position_count,text_token_position_count,page_similarity,episode_id,step_id,app,task
pair_000001,prefill_past_key_values,visual_tokens,1,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.03978779840848806,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,1,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.026525198938992044,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,1,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.01856763925729443,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,1,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,1,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,1,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,1,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,1,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,1,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.1273209549071618,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,1,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.07692307692307693,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,1,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.050397877984084884,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,1,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.034482758620689655,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,1,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.021220159151193633,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,1,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,1,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,1,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,1,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,1,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,2,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.1246684350132626,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,2,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.07692307692307693,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,2,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.04774535809018567,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,2,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.029177718832891247,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,2,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.021220159151193633,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,2,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,2,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,2,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,2,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,2,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,2,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.15915119363395225,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,2,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.09018567639257294,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,2,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0636604774535809,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,2,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.04509283819628647,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,2,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.023872679045092837,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,2,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,2,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,2,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,2,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,2,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,3,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.14854111405835543,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,3,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.09018567639257294,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,3,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.05305039787798409,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,3,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.042440318302387266,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,3,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.023872679045092837,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,3,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,3,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,3,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,3,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,3,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,3,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.1909814323607427,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,3,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.11140583554376658,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,3,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.06896551724137931,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,3,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.05570291777188329,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,3,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.026525198938992044,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,3,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,3,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,3,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,3,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,3,value,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,4,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.15649867374005305,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,4,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.10079575596816977,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,4,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.05305039787798409,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,4,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.03978779840848806,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,4,key,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.023872679045092837,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,4,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,4,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.01,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,4,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.03,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,4,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.05,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,text_tokens,4,key,848,"[29, 13]",2,not_spatial_scope,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.0,0.1,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,prefill_past_key_values,visual_tokens,4,value,377,"[29, 13]",2,tile_mask_center_sample_to_merged_visual_token_grid,prefill_after_llm_self_attention,input_ids_image_token_id,0.0078125,0.22281167108753316,0.005,cosine_distance,1225,377,848,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
